MachineIdentifier,ProductName,EngineVersion,AppVersion,AvSigVersion,IsBeta,RtpStateBitfield,IsSxsPassiveMode,DefaultBrowsersIdentifier,AVProductStatesIdentifier,AVProductsInstalled,AVProductsEnabled,HasTpm,CountryIdentifier,CityIdentifier,OrganizationIdentifier,GeoNameIdentifier,LocaleEnglishNameIdentifier,Platform,Processor,OsVer,OsBuild,OsSuite,OsPlatformSubRelease,OsBuildLab,SkuEdition,IsProtected,AutoSampleOptIn,PuaMode,SMode,IeVerIdentifier,SmartScreen,Firewall,UacLuaenable,Census_MDC2FormFactor,Census_DeviceFamily,Census_OEMNameIdentifier,Census_OEMModelIdentifier,Census_ProcessorCoreCount,Census_ProcessorManufacturerIdentifier,Census_ProcessorModelIdentifier,Census_ProcessorClass,Census_PrimaryDiskTotalCapacity,Census_PrimaryDiskTypeName,Census_SystemVolumeTotalCapacity,Census_HasOpticalDiskDrive,Census_TotalPhysicalRAM,Census_ChassisTypeName,Census_InternalPrimaryDiagonalDisplaySizeInInches,Census_InternalPrimaryDisplayResolutionHorizontal,Census_InternalPrimaryDisplayResolutionVertical,Census_PowerPlatformRoleName,Census_InternalBatteryType,Census_InternalBatteryNumberOfCharges,Census_OSVersion,Census_OSArchitecture,Census_OSBranch,Census_OSBuildNumber,Census_OSBuildRevision,Census_OSEdition,Census_OSSkuName,Census_OSInstallTypeName,Census_OSInstallLanguageIdentifier,Census_OSUILocaleIdentifier,Census_OSWUAutoUpdateOptionsName,Census_IsPortableOperatingSystem,Census_GenuineStateName,Census_ActivationChannel,Census_IsFlightingInternal,Census_IsFlightsDisabled,Census_FlightRing,Census_ThresholdOptIn,Census_FirmwareManufacturerIdentifier,Census_FirmwareVersionIdentifier,Census_IsSecureBootEnabled,Census_IsWIMBootEnabled,Census_IsVirtualDevice,Census_IsTouchEnabled,Census_IsPenCapable,Census_IsAlwaysOnAlwaysConnectedCapable,Wdft_IsGamer,Wdft_RegionIdentifier,HasDetections
0000ab5c2c4d4928410c1473010141c8,win8defender,1.1.15100.1,4.18.1806.18062,1.273.443.0,0,7,0,,53447,1,1,1,9,76949,27,10,214,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1,0,,0,135,RequireAdmin,1,1,Desktop,Windows.Desktop,516,188345,2,5,2068,,476940,HDD,476163,0,4096,Desktop,23,1366,768,Desktop,,4294967295,10.0.16299.125,amd64,rs3_release,16299,125,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,10,35,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,0,142,7868,1,0,0,0,0,0,1,10,1
0000ab7d33d3cec7e3864ae29750d35c,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1379.0,0,7,0,,53447,1,1,1,35,95636,27,45,83,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1,0,,0,137,,1,1,Desktop,Windows.Desktop,,,2,5,3203,,152627,UNKNOWN,152053,0,4096,Unknown,19.1,1024,768,Desktop,,4294967295,10.0.17134.165,amd64,rs4_release,17134,165,Professional,PROFESSIONAL,Clean,14,49,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,559,27974,0,,0,0,0,0,0,4,0
0000ae32f2907b029528cbcc7f7c6f7f,win8defender,1.1.15100.1,4.18.1807.18075,1.273.810.0,0,7,0,,7945,2,1,1,158,79230,27,202,70,windows10,x64,10.0.0.0,15063,256,rs2,15063.0.amd64fre.rs2_release.170317-1834,Pro,1,0,,0,108,,1,1,Detachable,Windows.Desktop,3150,313504,4,5,2703,,122104,SSD,120785,0,4096,Laptop,12.3,2736,1824,Slate,,1,10.0.15063.1088,amd64,rs2_release,15063,1088,Professional,PROFESSIONAL,Other,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,677,9771,1,,0,1,1,1,0,1,0
0000b128ab946f98fb2786d2486ec1d9,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1073.0,0,7,0,,53447,1,1,1,110,3137,,211,182,windows10,x86,10.0.0.0,17134,256,rs4,17134.1.x86fre.rs4_release.180410-1804,Pro,1,0,,0,137,Warn,1,1,Notebook,Windows.Desktop,1780,260070,2,5,3424,,305245,HDD,303949,0,2048,Laptop,15.5,1366,768,Mobile,lion,0,10.0.17134.191,x86,rs4_release,17134,191,Professional,PROFESSIONAL,Upgrade,29,125,FullAuto,0,INVALID_LICENSE,Retail,0,0,Retail,0,444,7172,0,0,0,0,0,0,0,3,1
0000b4df42b097d7542baf434f8ab157,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1550.0,0,7,0,,47238,2,1,1,184,58825,,277,75,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,RequireAdmin,1,1,Notebook,Windows.Desktop,2102,228975,4,5,3394,,476940,HDD,457226,0,4096,Notebook,15.5,1366,768,Mobile,,0,10.0.17134.285,amd64,rs4_release,17134,285,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33145,1,,0,0,0,0,0,11,1
0000b73b09940321a18f4d3ea53555a2,win8defender,1.1.15100.1,4.8.10240.16384,1.273.371.0,0,7,0,,53447,1,1,1,132,64012,,277,75,windows10,x64,10.0.0.0,10240,256,th1,10240.16384.amd64fre.th1.150709-1700,Enterprise LTSB,1,0,,0,41,RequireAdmin,1,1,Desktop,Windows.Desktop,4589,313586,4,5,2276,,152587,Unspecified,152085,0,8192,Desktop,17,1280,1024,Desktop,#,4294967295,10.0.10240.16384,amd64,th1,10240,16384,EnterpriseSN,ENTERPRISE_S_N,IBSClean,8,31,UNKNOWN,0,INVALID_LICENSE,Volume:GVLK,0,0,NOT_SET,0,142,3364,0,0,0,0,0,0,1,3,1
0000b864e7ad567047f57959c8d4f557,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1765.0,0,7,0,,53447,1,1,1,43,38780,27,53,42,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1,0,,0,117,,1,1,Desktop,Windows.Desktop,585,189915,4,5,2604,,953869,HDD,101591,0,4096,Desktop,23.8,1920,1080,Desktop,,4294967295,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,CoreCountrySpecific,CORE_COUNTRYSPECIFIC,Upgrade,37,158,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,142,52873,1,,0,0,0,0,0,7,1
0000b8f65700466bfcedc0b7daa7fb3c,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1565.0,0,7,0,,53447,1,1,1,214,71958,27,287,75,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1,0,,0,117,RequireAdmin,1,1,Notebook,Windows.Desktop,525,331212,4,5,3026,,476940,HDD,226164,0,4096,Notebook,15.5,1366,768,Mobile,lion,134,10.0.16299.371,amd64,rs3_release,16299,371,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,8,156,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,142,69919,0,0,0,0,0,0,1,1,1
0000ba348123780f135d51d721348be3,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1176.0,0,7,0,,53447,1,1,1,122,117858,27,89,88,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,,1,1,Notebook,Windows.Desktop,4894,272191,2,5,2097,,953869,HDD,953160,0,4096,Notebook,15.5,1920,1080,Mobile,,0,10.0.17134.228,amd64,rs4_release,17134,228,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,14,49,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,142,22211,0,,0,0,0,0,1,11,1
0000ba435580256a4a2c9e3b53fcb39a,win8defender,1.1.15100.1,4.16.17656.18052,1.273.1631.0,0,7,0,,53447,1,1,1,107,133897,,138,134,windows10,x64,10.0.0.0,16299,256,rs3,16299.15.amd64fre.rs3_release.170928-1534,Pro,1,0,,0,117,ExistsNotSet,1,1,Detachable,Windows.Desktop,2102,239080,4,5,3152,,488386,SSD,470760,0,8192,Notebook,12,1920,1280,Mobile,lion,0,10.0.16299.371,amd64,rs3_release,16299,371,Professional,PROFESSIONAL,Upgrade,20,83,UNKNOWN,0,IS_GENUINE,OEM:DM,0,0,Retail,0,486,48907,1,0,0,1,1,0,0,1,0
0000bae35fb1dbde97ae59e962f24557,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1721.0,0,7,0,,53447,1,1,1,57,83931,18,76,75,windows10,x64,10.0.0.0,16299,768,rs3,16299.402.amd64fre.rs3_release_svc_escrow_im.180415-0955,Home,1,0,,0,117,Off,1,1,Notebook,Windows.Desktop,639,188322,12,5,3139,,488386,SSD,473415,0,16384,Notebook,17.2,1920,1080,Mobile,,0,10.0.16299.402,amd64,rs3_release_svc_escrow_im,16299,402,Core,CORE,Other,8,31,UNKNOWN,0,OFFLINE,OEM:DM,,0,Retail,,134,6895,1,,,0,0,0,0,10,1
0000bd523ae0edc8668820992d6a41be,win8defender,1.1.15100.1,4.18.1806.18062,1.273.486.0,0,7,0,,23657,2,1,1,39,13859,27,252,106,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1,0,,0,137,RequireAdmin,1,1,Desktop,Windows.Desktop,4589,313586,4,5,2691,,488386,SSD,487820,0,8192,Desktop,24,1920,1080,Desktop,,4294967295,10.0.17134.165,amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,5,26,FullAuto,0,IS_GENUINE,OEM:NONSLP,,0,Retail,0,142,3716,1,0,0,0,0,0,0,15,1
0000be7653a11a09cc08f682c76bfa2a,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1682.0,0,7,0,,53447,1,1,1,207,108352,27,277,75,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1,0,,0,117,RequireAdmin,1,1,Notebook,Windows.Desktop,1443,256746,8,5,3038,,953869,HDD,952790,0,8192,Notebook,15.5,3840,2160,Mobile,,0,10.0.17134.228,amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,355,7142,1,,0,1,0,0,0,13,0
0000be9215711d2597a5613b5ef0434e,win8defender,1.1.15100.1,4.8.10240.16384,1.273.1073.0,0,7,0,,7945,2,1,1,29,114749,18,35,171,windows10,x64,10.0.0.0,10240,768,th1,10240.16384.amd64fre.th1.150709-1700,Home,1,0,,0,41,Off,1,1,Notebook,Windows.Desktop,1475,273318,2,5,2042,,476940,HDD,176538,1,2048,Notebook,14,1366,768,Mobile,lion,0,10.0.10240.16384,amd64,th1,10240,16384,Core,CORE,IBSClean,26,119,UNKNOWN,0,INVALID_LICENSE,Volume:GVLK,0,0,NOT_SET,0,142,4753,0,0,0,0,0,0,0,10,0
0000bfae117fdc08c1b824e4d8693fb4,win8defender,1.1.15100.1,4.18.1806.18062,1.273.337.0,0,7,0,,53447,1,1,1,171,131195,,211,182,windows10,x64,10.0.0.0,15063,768,rs2,15063.0.amd64fre.rs2_release.170317-1834,Home,1,0,,0,108,,1,1,Notebook,Windows.Desktop,585,189980,4,5,2523,,715404,HDD,697894,0,6144,Notebook,15.5,1366,768,Mobile,,0,10.0.15063.1209,amd64,rs2_release,15063,1209,Core,CORE,IBSClean,29,125,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,127,63122,0,,0,0,0,0,,,0
0000c0e361386f06ef44a29291ccd941,win8defender,1.1.15100.1,4.9.10586.0,1.273.1416.0,0,7,0,,12202,2,1,1,51,49048,27,98,103,windows10,x64,10.0.0.0,10586,768,th2,10586.306.amd64fre.th2_release_sec.160422-1850,Home,1,0,,0,76,RequireAdmin,1,1,Notebook,Windows.Desktop,585,189362,4,5,2296,,953869,HDD,935631,0,4096,Notebook,17.3,1600,900,Mobile,,,10.0.10586.318,amd64,th2_release,10586,318,Core,CORE,Update,5,26,FullAuto,0,IS_GENUINE,Retail,,,Retail,,556,64793,1,,0,0,0,0,0,6,1
0000c46dc4f3b3f07b11d0d85e02dad5,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1379.0,0,7,0,,53447,1,1,1,141,56198,27,167,227,windows10,x86,10.0.0.0,16299,256,rs3,16299.15.x86fre.rs3_release.170928-1534,Pro,1,0,,0,117,RequireAdmin,1,1,Notebook,Windows.Desktop,4730,312007,2,5,3381,,305245,HDD,161292,0,4096,Notebook,15.5,1366,768,Mobile,lion,0,10.0.16299.431,x86,rs3_release,16299,431,Professional,PROFESSIONAL,Update,9,34,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,512,7414,0,0,0,0,0,0,0,10,1
0000c5223307907251345099bfa89315,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1613.0,0,7,0,,53447,1,1,1,93,36825,,277,75,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,RequireAdmin,1,1,Notebook,Windows.Desktop,1443,256784,4,5,2280,,305245,HDD,104307,0,3072,Portable,15.5,1366,768,Mobile,,0,10.0.17134.165,amd64,rs4_release,17134,165,Core,CORE,Refresh,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,355,20106,0,,0,0,0,0,0,8,0
0000c56c3a31282e5093a20f20bc68ea,win8defender,1.1.15100.1,4.18.1806.18062,1.273.509.0,0,7,0,,53447,1,1,1,59,22656,18,77,75,windows10,x64,10.0.0.0,16299,256,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Pro,1,0,,0,117,,1,1,Desktop,Windows.Desktop,1443,275890,4,5,2273,,152587,UNKNOWN,73855,0,4096,SpaceSaving,19,1280,1024,Desktop,,4294967295,10.0.16299.547,amd64,rs3_release_svc_escrow,16299,547,Professional,PROFESSIONAL,IBSClean,8,31,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,355,20050,0,,0,0,0,0,0,11,1
0000c5703af40443fc31ddbe57b8bf4f,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1420.0,0,7,0,,62773,1,1,1,94,,,253,17,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,0,0,,0,137,RequireAdmin,1,1,Notebook,Windows.Desktop,1443,256480,4,5,2697,,476940,HDD,67380,0,4096,Laptop,12.7,640,480,Mobile,,0,10.0.17134.165,amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,1,5,FullAuto,0,INVALID_LICENSE,Retail,,0,Retail,,355,2109,0,,0,0,0,0,1,11,0
0000c76e942d4788db6dfdd5798fee8b,win8defender,1.1.15200.1,4.18.1807.18075,1.275.727.0,0,7,0,,53447,1,1,1,70,145029,27,211,182,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1,0,,0,117,RequireAdmin,1,1,Notebook,Windows.Desktop,2206,229888,2,5,1985,,476940,HDD,449948,0,4096,Notebook,15.5,1366,768,Mobile,lion,0,10.0.16299.371,amd64,rs3_release,16299,371,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,29,125,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,554,33142,1,0,0,0,0,0,0,3,1
0000cbc2cc07aa89b28f2bd131b93156,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1571.0,0,0,1,,54798,2,1,1,52,38044,,277,75,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,RequireAdmin,1,1,Notebook,Windows.Desktop,2668,171341,4,5,2697,,953869,HDD,952592,1,8192,Notebook,15.5,1366,768,Mobile,,0,10.0.17134.191,amd64,rs4_release,17134,191,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,628,11380,1,,0,0,0,0,0,15,0
0000cc9bb0870e747fa9da65a7f3f5cd,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1534.0,0,7,0,,38993,2,1,1,107,51402,27,138,134,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1,0,,0,117,RequireAdmin,1,1,AllInOne,Windows.Desktop,4142,159983,2,5,3448,,476940,HDD,202797,0,8192,AllinOne,23.4,1920,1080,Desktop,,4294967295,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,Core,CORE,UUPUpgrade,20,83,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,142,52138,1,0,0,0,0,0,0,1,0
